Date  ,ITC,INFY,TATACOMM,FORTIS,ICICIBANK,ADANIPOWER,JUBLPHARMA,ZENSARTECH,RPOWER,RBLBANK
11-Feb-22,232.45,"1,721.35","1,210.95",259.2,764.05,126.75,464.6,372.6,15.2,135.25
14-Feb-22,219.45,"1,682.20","1,265.95",259,750.35,132,466.05,361.9,14.55,143.1
15-Feb-22,223,"1,738.25","1,255.30",266.4,748.9,131.6,461.25,348.8,14.8,143.3
16-Feb-22,222.75,"1,733.30","1,243.00",266.9,754.45,120.15,457.4,337.05,14.15,140.35
17-Feb-22,222.65,"1,724.80","1,236.70",263.05,751.3,120.55,452.4,343.9,14.15,140.25
18-Feb-22,221.9,"1,706.95","1,233.35",261.15,744.6,125.55,445.9,316.55,13.6,137.95
21-Feb-22,218,"1,730.70","1,220.50",256.25,707.4,111.15,439.4,339.7,12.95,137.95
22-Feb-22,214.85,"1,734.35","1,214.60",249.35,730.05,124.05,443.75,346.35,13.55,138.75
23-Feb-22,215.95,"1,742.85","1,134.80",245.4,742.7,123.75,435.15,349.5,12.9,122.3
24-Feb-22,208.5,"1,678.15","1,177.35",233.3,714.85,123.1,422,354.45,13,132.95
25-Feb-22,213.95,"1,694.60","1,183.25",241.35,698.3,122.7,419.15,349.25,13.05,133.35
28-Feb-22,215.85,"1,715.60","1,177.20",245.5,688.05,119.75,401.15,337.25,13.15,132.85
2-Mar-22,215.3,"1,702.80","1,166.05",246.65,653.75,116.45,404.75,337.45,13.05,131.15
3-Mar-22,219.4,"1,720.85","1,144.35",267,665,118.7,397.05,361.85,12.85,126.55
4-Mar-22,225.5,"1,723.30","1,130.05",263.5,667.45,121.3,414.1,363.95,12.65,121.85
7-Mar-22,224.95,"1,739.85","1,138.30",256.55,676.6,122.5,413.05,364.2,12.8,128.45
8-Mar-22,226.9,"1,778.20","1,160.00",259.35,677.9,121.8,396.6,365.85,13.35,131.6
9-Mar-22,229.25,"1,813.35","1,156.90",264.3,696.15,122.15,397,361.4,13.55,133.3
10-Mar-22,232,"1,825.90","1,146.65",260.5,697.35,122.3,397.05,367.35,14.2,133.85
11-Mar-22,236.35,"1,822.00","1,146.85",262.4,708,122.9,405.2,376.9,13.85,133.15
14-Mar-22,239,"1,890.70","1,124.65",257.75,720.1,125.1,424.3,371.3,13.45,129.25
15-Mar-22,237.85,"1,839.30","1,169.25",251.75,710.75,124.55,417.5,385.75,14.1,133.3
16-Mar-22,242.6,"1,889.40","1,157.35",253.7,718.2,123.75,405.25,383.15,13.75,136.45
17-Mar-22,244.9,"1,854.60","1,147.80",254.45,718.3,130.2,403.5,377.8,13.65,133.3
21-Mar-22,244.5,"1,853.05","1,142.70",258.35,704.2,132.15,405.45,375.45,13,134.8
22-Mar-22,249.75,"1,887.40","1,184.30",261.7,699.25,143.2,407.45,372.15,12.85,134.25
23-Mar-22,252,"1,872.40","1,164.85",266.95,710.35,152.25,449.65,373.2,13,135
24-Mar-22,254.85,"1,886.70","1,166.40",280.2,715.3,173.55,440.35,372.45,13,133.35
25-Mar-22,253.35,"1,876.55","1,156.55",275.65,730.9,171.5,435.05,366.95,12.35,130.6
28-Mar-22,257.05,"1,873.90","1,153.85",270.95,730.3,185.1,434.85,377.25,12.95,128.65
29-Mar-22,254.6,"1,886.00","1,158.05",271.35,736.25,203.45,430.85,383.15,13.55,129.25
30-Mar-22,249.2,"1,903.95","1,228.60",280.35,746.6,211.95,410.35,386.7,13.5,130.2
31-Mar-22,250.65,"1,906.85","1,239.15",290.4,741.8,233.1,399.9,383.7,14.15,137
1-Apr-22,253.3,"1,903.55","1,239.15",284.1,741.6,244.75,398.8,384,14.2,141.9
4-Apr-22,255.45,"1,882.95","1,235.40",276,748.55,232.55,388.15,385.15,14.85,141.45
5-Apr-22,259.45,"1,861.10","1,241.50",275.5,754.3,220.95,410.8,376.9,15.55,139.8
6-Apr-22,259.6,"1,828.85","1,267.65",277,759.6,231.6,436.1,357.95,16.3,137.2
7-Apr-22,256.65,"1,811.00","1,328.00",271.05,763.85,230.8,466.05,358.1,15.5,128.1
8-Apr-22,267.8,"1,814.60","1,349.30",271.9,762.25,223.25,465.2,342.65,15.6,131.25
11-Apr-22,267.5,"1,766.55","1,335.75",276,757.8,234.4,453.85,323.35,15.7,131.75
12-Apr-22,264.8,"1,742.45","1,316.75",276.3,766.3,232.45,462.75,314.35,15.15,130.9
13-Apr-22,269.55,"1,748.55","1,302.55",270.75,755.55,235.05,472.95,340.65,14.85,130.2
18-Apr-22,270.1,"1,621.40","1,307.80",272.15,762.35,246.8,476.5,340.65,14.4,124.6
19-Apr-22,261.55,"1,562.00","1,282.50",270.85,747.65,259.1,476.2,328.8,14.4,124.05
20-Apr-22,259.55,"1,587.70","1,312.35",270.85,752.2,272.05,461.75,333.45,14.75,126.55
21-Apr-22,260.4,"1,618.80","1,282.00",278.8,753.75,285.65,462.25,331.2,15.15,124.1
22-Apr-22,261.1,"1,585.45","1,234.10",274.4,736.7,299.2,477.35,332.05,14.95,120.45
25-Apr-22,255.25,"1,561.10","1,119.50",270.05,747.15,284.25,482.75,323.1,14.55,124.05
26-Apr-22,258.95,"1,581.00","1,104.65",275.8,743.3,280.35,483.65,307.5,14.5,121.75
27-Apr-22,257.5,"1,552.80","1,078.05",272.75,741,280.35,479.55,303.55,14.4,120.95
28-Apr-22,261.1,"1,582.60","1,085.35",268.25,724.25,266.35,471.45,310.1,13.95,120.2
29-Apr-22,259.55,"1,567.55","1,094.50",267.15,728.8,278.15,462,302.8,14.25,117.25
2-May-22,263.15,"1,541.00","1,083.50",264.05,719.25,292.05,456.65,292.7,14.2,116.75
4-May-22,259.75,"1,535.55","1,038.55",259.55,710.35,281.6,471.65,285.4,13.55,118.75
5-May-22,262.05,"1,585.15","1,020.65",253.8,711.3,267.55,459.8,293.9,13.4,114.7
6-May-22,266.65,"1,542.85","1,037.75",250.9,714.2,255.3,442.3,305.6,13.1,112.2
9-May-22,262.95,"1,570.35","1,022.85",245.85,695.8,242.55,437.95,302.2,13.7,113
10-May-22,259.75,"1,553.00","1,001.90",242.95,677.35,254.65,432.3,291.6,13.1,108.25
11-May-22,255.65,"1,526.75",972.75,242.1,683,267.35,422.4,303.2,13,101.7
12-May-22,252.9,"1,508.80",974.1,237.85,710,280.7,416.8,302.65,12.4,110.85
13-May-22,258.6,"1,504.40",964.8,236,707.35,294.7,401.95,291.7,12.5,116.55
16-May-22,254.1,"1,489.10",970.1,236.5,690.3,297.4,400.4,297.15,11.9,120.65
17-May-22,264.7,"1,518.45","1,007.90",240.95,709.55,312.25,398.6,290.45,12.45,119.6
18-May-22,266.8,"1,509.20",984.55,240.35,711.05,327.85,403.4,284.35,12.45,113.8
19-May-22,275.65,"1,427.15",973.4,235.05,708.15,311.5,411.7,270.35,12.3,117.05
20-May-22,280,"1,455.15",981.2,241,713.35,299.35,411.1,282.55,12.85,115.45
23-May-22,274.5,"1,468.40",972.5,242.2,728.5,314.3,399.7,293.05,12.4,112.8
24-May-22,270.85,"1,441.00",965.4,245.3,739.8,328.1,408,303.9,12.55,107.85
25-May-22,272.7,"1,410.45",939.3,241.8,748.5,340.25,419.8,305.8,12.1,111.4
26-May-22,266.7,"1,423.95",943.55,238.15,752.85,323.25,406.25,303.45,11.9,112.05
27-May-22,269.2,"1,461.35",979.25,234.7,752.65,307.1,390.45,313.4,11.85,114
30-May-22,269.05,"1,526.80","1,004.70",244.7,749.75,295.35,396.8,308.2,12,112.3
31-May-22,270.65,"1,503.60",985.05,238.05,744.3,284.1,404.65,305,12.6,111
1-Jun-22,271.85,"1,478.55",970.75,243.7,746.75,298.3,407.1,299.2,13.2,109.55
2-Jun-22,273.5,"1,508.00",968.75,241.65,735.25,291.4,384.25,297.1,13.85,106
3-Jun-22,272.7,"1,521.70",955.25,240.55,729.5,284.5,394.95,298.6,13.25,108.8
6-Jun-22,274.8,"1,530.05",942,242.55,732.75,287.75,393.35,288.45,13.8,110.3
7-Jun-22,273.9,"1,506.70",930.85,241.2,720,280.1,392.65,278.65,14.3,111.3
8-Jun-22,267.9,"1,500.00",920.05,240.45,688,266.2,398.95,280.2,13.85,113.9
9-Jun-22,270.85,"1,515.00",958.35,245.3,685.5,266.65,397.6,280.2,13.95,113.6
10-Jun-22,270.15,"1,476.80",948.5,244.25,687.25,272.05,395.85,266.65,13.55,87.85
13-Jun-22,264.65,"1,424.50",921.3,236,678.5,259.3,385.4,263.25,12.9,87.45
14-Jun-22,265.45,"1,440.55",920.95,230.75,686.85,261.3,381.25,253.95,12.85,88.75
15-Jun-22,263.4,"1,422.20",875.35,233.95,685.95,248.25,374.4,262.4,12.65,81.9
16-Jun-22,260.7,"1,397.20",875,228,696.1,254.05,363.95,264.95,12.05,81.4
17-Jun-22,263.3,"1,387.30",870.05,227.5,686.6,247.3,366,268.7,12.15,77.2
20-Jun-22,264.1,"1,414.15",870.75,226.05,699.15,252.6,358,272.05,11.1,83.25
21-Jun-22,269.9,"1,449.90",885.75,234.3,713.45,264.45,333.05,278.2,11.45,85.55
22-Jun-22,265.3,"1,437.25",894,229.2,717.35,272.9,321.75,270.65,11.4,87.15
23-Jun-22,265.5,"1,452.45",902.55,236.1,710.3,270.25,327.15,270.95,11.6,87.7
24-Jun-22,265.85,"1,441.10",921.6,235.9,702.75,270.05,323.1,272.1,11.85,91.25
27-Jun-22,269.95,"1,474.60",929.4,230.5,707.2,262.85,330.9,270,11.8,88.95
28-Jun-22,271.85,"1,480.15",925.85,230.45,703.9,263.25,344.3,272.1,11.8,84.3
29-Jun-22,274.05,"1,463.25",924.65,233.65,720.1,261.7,351.65,272.5,11.75,83.45
30-Jun-22,273.5,"1,461.90",914.25,240,719.45,262.75,347,269.6,11.5,86.2
1-Jul-22,284.35,"1,479.40",934.65,235.9,725.95,262.7,346,267.1,11.4,87.55
4-Jul-22,291.9,"1,488.00",947.55,241.5,742,275.6,343.7,269.7,11.35,81.5
5-Jul-22,286.9,"1,475.95",949.55,239.8,755.7,271.55,338.75,261.1,11.35,83.4
6-Jul-22,289.3,"1,491.65",963.95,238.1,769.5,285.1,343.9,255.2,11.2,85.5
7-Jul-22,291.95,"1,498.70",977.9,253,759.9,292.75,347.25,255.6,11.45,83.7
8-Jul-22,293.05,"1,514.45",974.55,250.8,753.2,286.65,344.75,252.4,11.4,86.85
11-Jul-22,295,"1,473.15",999.15,248.15,752.4,283.7,367.65,249.85,11.65,84.15
12-Jul-22,292.7,"1,438.60",993.6,252.7,751.2,286.75,362,255.05,11.5,84.2
13-Jul-22,294.05,"1,444.45",983.4,252.6,772,289.85,368,255.95,11.5,82.2
14-Jul-22,290.85,"1,428.85",965.15,259.1,780.65,293.35,363.55,255.85,11.4,81.9
15-Jul-22,293.55,"1,430.35",983.6,261.55,783.1,289.9,363.6,260.85,11.3,85.9
18-Jul-22,295.3,"1,489.90","1,011.90",268.3,786,294,368.2,258,11.5,91.4
19-Jul-22,294.6,"1,484.15",995.15,267.2,800.05,291.3,367.05,253.95,11.8,91.45
20-Jul-22,298.2,"1,515.30",978.9,264.05,800.05,291.3,369.75,249.65,11.85,94.95
21-Jul-22,299.55,"1,532.90","1,077.10",277.35,800.9,291.7,370.5,246.65,11.85,92.2
22-Jul-22,300.55,"1,506.30","1,056.15",278.05,796.3,297.7,363.8,245.9,11.75,94.7
25-Jul-22,300.55,"1,506.30","1,055.55",275.8,800.5,312.45,367.9,247.55,11.55,92.15
25-Jul-22,301.1,"1,503.60","1,041.35",267.25,814.6,321.95,367.45,250.1,11.9,91.65
26-Jul-22,302.45,"1,451.15","1,035.25",266.65,818.6,313.95,362.85,249.95,11.9,92.25
27-Jul-22,304.15,"1,471.05","1,034.05",276.7,823.4,321.85,356.85,249.9,11.75,92.25
28-Jul-22,303.45,"1,517.40","1,045.90",278.45,817.75,328.55,353.05,246.7,12.4,96.15
29-Jul-22,303.05,"1,549.70","1,049.20",273.6,824.8,339.6,356,247.45,13,98.85
1-Aug-22,307.5,"1,551.05","1,058.85",268.8,820.25,347.25,361.4,229.35,13.3,96.45
2-Aug-22,309.95,"1,543.60","1,073.35",264.7,838.2,332.05,371.75,234.55,13,96.2
3-Aug-22,308.15,"1,566.10","1,051.05",267.9,838.2,332.05,361,231.5,13.2,96.4
4-Aug-22,309.5,"1,599.90","1,101.35",264.4,836.95,328.6,348.05,231.3,13.15,98.25
5-Aug-22,310.85,"1,616.65","1,091.70",269.15,848.75,339.75,354.35,243.1,13.3,96.95
8-Aug-22,310.85,"1,616.65","1,083.60",267.3,859.7,342.4,346.75,241.7,14.15,97.65
8-Aug-22,313.15,"1,619.40","1,094.00",270.85,874.4,345.15,347.6,239.3,13.6,98.1
10-Aug-22,311.2,"1,602.45","1,094.40",281.35,879.25,362.35,349.9,237.9,13.4,97.9
11-Aug-22,306.25,"1,619.95","1,083.60",292.25,883.25,380.45,353.35,231.5,13.4,100.9
12-Aug-22,308.55,"1,594.10","1,075.85",293.65,885.1,399.45,350.25,229.5,13.65,103.1
16-Aug-22,310.55,"1,596.45","1,086.40",291.65,870.4,411.95,344.15,230.95,14.2,99.95
17-Aug-22,312.55,"1,606.25","1,125.00",298.75,852.25,432.5,343.8,231.5,14.95,98.25
18-Aug-22,315.65,"1,582.95","1,133.95",295.4,863.9,410.9,345.6,232.9,15.65,104.1
19-Aug-22,312,"1,597.10","1,151.20",296,873.3,390.4,345.6,230,15.4,121.75
22-Aug-22,314.4,"1,575.65","1,168.90",291.75,872.35,393.5,341.5,230.9,15.3,128
23-Aug-22,315.9,"1,542.40","1,157.35",292.65,870.85,375.5,337.35,230.95,15.05,124.45
24-Aug-22,314.1,"1,537.50","1,168.05",291.2,855.85,394.25,339.3,230.3,16.25,122.65
25-Aug-22,312.35,"1,518.15","1,164.65",290.1,887.3,413.95,337.7,230.75,16.3,122.3
26-Aug-22,312.9,"1,521.55","1,202.25",294.3,874.35,408.5,337.05,229.75,16.8,122.15
29-Aug-22,313.55,"1,461.75","1,257.05",294.05,872.4,401.25,348.8,228.95,20.15,121.9
30-Aug-22,320.5,"1,492.95","1,245.50",291.65,882.45,389.85,350.55,235.2,21.2,124.05
1-Sep-22,317.6,"1,464.20","1,264.50",287,883.65,407.75,339.35,235.25,23.3,122.65
2-Sep-22,323.15,"1,453.00","1,247.35",287.55,876.2,406.3,332.35,237.35,21.95,122.95
5-Sep-22,328.85,"1,461.30","1,249.95",289.9,898.8,401.9,328.3,236.65,21.65,124.5
6-Sep-22,327.15,"1,455.10","1,250.20",288.8,901.25,397,328.25,231.1,21.3,128.6
7-Sep-22,326.1,"1,457.65","1,249.60",288.15,907.2,397.6,326.6,228.7,19.2,127.95
8-Sep-22,329.9,"1,475.90","1,254.35",292.4,910,393.6,327.2,225.15,21.1,128.95
9-Sep-22,330.5,"1,511.65","1,236.05",292.1,918.1,384.55,325.55,222.3,20.05,133.25
12-Sep-22,330.9,"1,536.20","1,230.40",307.7,917.6,399.2,324.05,226.1,19.05,130.65
13-Sep-22,334.4,"1,544.95","1,239.15",306.55,909.1,387.75,330.9,222.7,18.1,124.35
14-Sep-22,335.35,"1,475.40","1,203.50",297.2,899.2,391.85,331.45,220.05,18.45,124.5
15-Sep-22,334.1,"1,432.80","1,193.30",321.05,916.75,398.25,331.75,221.6,17.65,127.65
16-Sep-22,331.3,"1,377.05","1,219.60",314.95,915.25,390.5,313.3,217.3,18.2,127.35
19-Sep-22,335.6,"1,390.30","1,208.85",311.35,903.4,396.25,315.15,217.1,17.3,127.6
20-Sep-22,336,"1,388.55","1,208.60",265.55,882.25,385.6,351.65,214.9,17.3,123
21-Sep-22,340.95,"1,377.25","1,168.85",262.25,861.05,366.5,343.25,210,16.9,112.55
22-Sep-22,345.05,"1,367.95","1,130.80",258.05,852.55,372.55,345.05,211.65,16.35,112.3
23-Sep-22,346.4,"1,365.45","1,116.15",258.9,849.5,367.75,335.3,209.85,16.2,111.45
26-Sep-22,332.6,"1,380.25","1,129.25",258.4,843.9,369.45,329.75,221.65,16.1,109.85
27-Sep-22,334.85,"1,393.55","1,121.90",261.7,862,373.5,326.55,224.25,16.05,113.75
28-Sep-22,324.95,"1,394.70","1,150.80",264.2,862,354.85,325.15,225.8,16.4,113.75
29-Sep-22,333.05,"1,398.65","1,150.80",264.2,848.35,373.5,330.65,227.15,16.45,111.05
30-Sep-22,332.2,"1,413.45","1,160.05",261.1,867.65,352.5,335.95,220.65,16.4,117.75
3-Oct-22,332.2,"1,413.45","1,189.70",267.6,885.45,370.1,328.1,222.3,16.75,121.15
3-Oct-22,324.4,"1,393.75","1,182.15",277.95,882.55,372.85,335.5,218.3,17.55,122.6
4-Oct-22,332.85,"1,429.40","1,217.90",275.2,881.75,365.35,343.15,218.95,17.75,120.65
6-Oct-22,336.65,"1,455.15","1,219.40",271.4,881.75,356.85,347.7,214.4,16.9,120.1
7-Oct-22,334.1,"1,451.20","1,176.55",265.8,870.6,356.8,343.5,215.5,16.35,123.75
10-Oct-22,327.85,"1,462.65","1,183.25",269.85,868.35,346.85,330.25,215.55,16.5,122.9
11-Oct-22,327.85,"1,423.80","1,165.55",272.85,853.6,331.25,329.55,221.75,16.2,124.1
11-Oct-22,326.3,"1,428.70","1,163.70",274.2,870.25,340.65,327.55,217.55,16.2,124.1
12-Oct-22,330.1,"1,419.90","1,195.85",272.1,885.2,345.6,322.7,213.7,16.6,127.05
13-Oct-22,328.65,"1,474.25","1,238.20",272.95,896.9,333.6,323.9,212.8,16.35,129.35
14-Oct-22,332.1,"1,489.95","1,210.65",273.05,892.1,338.45,323.5,214.05,16.1,128.75
17-Oct-22,332.25,"1,503.70","1,209.25",272.15,888.65,332.2,320.7,218.8,16.35,128.8
18-Oct-22,340.3,"1,485.45","1,211.50",274.45,907.15,335.55,323.1,223.4,16.55,133.25
19-Oct-22,346.35,"1,500.90","1,226.00",272.8,926.3,332.35,339.7,221.7,16.3,127.3
20-Oct-22,349.7,"1,500.50","1,233.70",265.75,926.3,337.4,335.9,218.35,16.15,123.8
21-Oct-22,345.6,"1,517.85","1,225.35",272.7,925.05,333.3,336.7,215.9,16,136.35
24-Oct-22,347.7,"1,526.30","1,238.90",277.65,924.4,334.9,348.5,217,16.1,137.5
25-Oct-22,347.7,"1,523.95","1,258.95",277.45,907.85,348.9,371.5,216.7,16.05,135.15
25-Oct-22,346.3,"1,513.25","1,269.50",277.45,908.7,343.15,367.05,215.6,16.1,134.9
27-Oct-22,345.8,"1,537.65","1,269.85",280.25,908.6,336.75,385.15,214.05,16,133.8
28-Oct-22,345.8,"1,573.00","1,269.85",280.25,904.7,346.85,376.7,218.6,16.8,134.9
31-Oct-22,348.7,"1,553.30","1,269.95",283.4,908.65,348.6,369,219.3,16.85,134.8
1-Nov-22,349.5,"1,553.30","1,294.05",282.4,905.3,365.8,386.15,218.4,16.45,136.25
2-Nov-22,354.65,"1,530.75","1,302.50",287.45,917.5,371.4,378.95,217.9,16.1,139.25
3-Nov-22,354.65,"1,514.00","1,321.95",281.4,910.5,360.2,389.7,216.05,16,138
3-Nov-22,353.7,"1,507.45","1,314.15",279.4,910.7,359.8,387,214.65,16.05,142.55
4-Nov-22,353.6,"1,511.20","1,313.85",282.25,906.55,357.05,389.15,213.05,16.1,144.7
7-Nov-22,353.5,"1,501.95","1,313.85",282.25,906.55,345.15,386.05,210.35,16,145.15
9-Nov-22,360.7,"1,570.10","1,320.80",303.85,894.95,336,389.5,213.8,15.65,142.8
10-Nov-22,356,"1,585.30","1,333.30",301.5,911.7,336.5,393.05,217.35,15.5,145.2
11-Nov-22,356.35,"1,594.00","1,306.80",294,913.6,331.2,379.3,216.7,15.5,144.05
14-Nov-22,356.35,"1,602.80","1,303.80",285.35,919.8,328.5,382.6,220.6,15.05,142.8
14-Nov-22,347.2,"1,587.40","1,292.55",285.7,920.35,325.95,379.9,222.1,15.2,141.75
15-Nov-22,345.25,"1,593.40","1,289.25",283.3,921.4,324.95,381.25,222.9,15.25,140.95
16-Nov-22,344.1,"1,568.20","1,290.90",280.45,923.7,323.95,378.4,228.4,16,141.95
17-Nov-22,343.7,"1,585.05","1,293.25",276.8,927.45,328.25,381.1,236.75,16,150.05
18-Nov-22,341.05,"1,583.15","1,287.50",284.6,938.85,324.7,379.4,238.25,15.9,150.5
21-Nov-22,337.2,"1,629.80","1,296.15",287.55,930.3,332.75,381.7,233.7,16.05,152.85
22-Nov-22,340.25,"1,635.65","1,309.40",292.5,937.4,330.4,381.3,231.35,16,153.4
23-Nov-22,339.8,"1,623.40","1,274.20",294.25,946.75,325.3,391.55,230.65,16.8,153.3
24-Nov-22,340.75,"1,629.05","1,300.20",290.1,952.9,323.05,381.15,229.65,16.05,152.5
25-Nov-22,340.3,"1,634.95","1,297.90",291,940.2,324.8,378.75,225.5,15.85,154.85
28-Nov-22,340.05,"1,657.10","1,321.55",288.7,930.6,324.45,375.65,223.55,15.7,153.65
29-Nov-22,342.3,"1,637.90","1,323.10",287.8,933.6,323.75,371.15,224.85,15.85,153.4
30-Nov-22,340,"1,639.75","1,292.80",291.35,922.65,316.05,380,221,15.9,153
1-Dec-22,339.55,"1,612.90","1,268.25",286.8,922.15,310.2,388.35,219.8,15.95,151.75
2-Dec-22,337.15,"1,605.50","1,286.15",282.55,931.9,323,406,216.7,15.75,155.05
5-Dec-22,336.75,"1,620.15","1,268.65",285.7,929.9,319.35,403.05,215,16.45,157.75
6-Dec-22,337.3,"1,569.30","1,277.25",287.9,930.3,315.45,400.5,212.25,15.9,167.55
7-Dec-22,340.1,"1,547.20","1,367.45",286.7,932.95,307.9,404.7,212.1,15.75,169.9
8-Dec-22,338.4,"1,572.15","1,359.55",288.05,921.75,305.8,418.4,202.9,15.8,164.8
9-Dec-22,341.4,"1,579.40","1,312.75",284.4,908.8,305.75,405.9,211.25,15.75,167.95
12-Dec-22,343.2,"1,540.50","1,303.00",277.9,902,290.5,403.15,215.1,15,169.5
13-Dec-22,345.6,"1,522.20","1,313.90",279.8,906.45,276,396.05,216.25,14.25,162.75
14-Dec-22,345.4,"1,507.35","1,302.85",281.5,909.7,262.2,399.85,214.25,13.55,162.1
15-Dec-22,338.85,"1,507.30","1,270.95",285.65,892.25,275.3,391.1,213,14.15,151.3
16-Dec-22,335.1,"1,509.55","1,265.55",280,890.65,289.05,375,214.5,14.8,160.5
19-Dec-22,340.5,"1,522.05","1,209.85",272.15,878.9,303.5,380.15,215.7,14.6,166.4
20-Dec-22,340.15,"1,497.10","1,244.30",275.35,893.2,304.5,375.4,213.3,14.3,173.05
21-Dec-22,335.15,"1,502.40","1,270.95",281.35,900.65,299.55,374.65,210.05,14.35,176.5
22-Dec-22,332.45,"1,514.85","1,254.40",281,898.95,298.15,376.3,208.75,14.7,179.4
23-Dec-22,326.7,"1,510.15","1,259.60",279.7,908.05,294.75,374.75,208.05,14.8,181.35
26-Dec-22,334.6,"1,517.55","1,274.45",286.1,890.85,286.6,363.45,206.7,14.45,186.65
27-Dec-22,333.15,"1,508.20","1,317.55",281.95,902.45,288.75,359.9,213.6,14.6,179.95
28-Dec-22,334.4,"1,524.00","1,336.10",283.6,901.35,283.4,355.65,212.4,14.45,186.25
29-Dec-22,335.35,"1,522.55","1,333.55",283.25,899.1,287.7,354.35,211.2,14.55,184.1
30-Dec-22,331.55,"1,494.80","1,326.60",287.1,879.15,279.2,359.7,213.3,14.3,185.8
2-Jan-23,332.85,"1,475.20","1,326.60",284.85,870.1,276.2,358.35,216.8,14.25,180.5
3-Jan-23,331.1,"1,448.50","1,348.10",287.25,873.35,273.65,359.2,218.45,13.95,181
4-Jan-23,327,"1,484.45","1,360.15",288.45,861.35,278.7,359.65,222.4,14.15,177.8
5-Jan-23,333.45,"1,469.75","1,417.25",283.55,866.3,272.95,363.05,218.4,14.25,176.85
6-Jan-23,335.05,"1,471.25","1,396.70",283,860.65,281.95,357.65,221.4,14.15,175.55
9-Jan-23,338.05,"1,480.60","1,376.70",287.65,873.45,278.7,355.8,228,14,171.9
10-Jan-23,333.4,"1,503.65","1,367.20",282.65,865.25,277.55,357.95,231,14,172.45
11-Jan-23,331.8,"1,525.50","1,397.65",283.5,865.15,275.05,357.55,221,13.85,167.3
12-Jan-23,329.85,"1,539.50","1,388.10",284.05,869.5,273.2,355.15,222,13.2,169.8
13-Jan-23,328.75,"1,545.40","1,371.10",285.95,866.15,274.65,356.45,230.3,13.2,167.4
16-Jan-23,330.2,"1,538.90","1,346.00",284.3,870.35,261,357.6,233.95,12.95,160.75
17-Jan-23,332.25,"1,525.55","1,383.70",283.45,871.7,247.95,357.8,235.7,12.65,157.95
18-Jan-23,334.65,"1,548.00","1,324.60",281.9,870.75,235.55,346.65,235.1,12.5,150.65
19-Jan-23,332.15,"1,551.90","1,284.75",277.9,855.3,223.8,337.65,232.65,12.75,149.8
20-Jan-23,334.6,"1,543.00","1,255.40",280.65,817.2,212.65,337.75,245.3,12.25,155.75
23-Jan-23,337.75,"1,519.15","1,233.70",277.6,823.5,202.05,352,252.25,11.95,148.4
24-Jan-23,338.95,"1,538.80","1,233.15",281.65,831.9,191.95,344.65,253.3,11.75,155.45
25-Jan-23,339.25,"1,533.75","1,202.45",278,847.95,182.35,348.1,262.4,12,157.4
27-Jan-23,346,"1,551.10","1,213.80",278.2,857.9,173.25,343.65,251.2,11.65,163.5
30-Jan-23,344.8,"1,583.75","1,226.50",277.3,863.8,181.9,331.6,256.85,11.7,163.5
31-Jan-23,352.35,"1,599.40","1,258.05",277,853.7,172.8,332.65,258.3,11.7,166.8
1-Feb-23,361.4,"1,569.85","1,233.55",278,852.75,164.2,328.4,265.3,11.65,168.05
2-Feb-23,378.6,"1,562.40","1,244.70",280,859.1,156,321.6,266.9,11.35,169.25
3-Feb-23,380.65,"1,590.50","1,234.50",276.6,860.8,148.2,323.3,271.2,11.3,166.3
6-Feb-23,383.4,"1,617.00","1,233.20",282.75,853.85,140.8,320.25,293.45,11.1,165.6
7-Feb-23,373.25,"1,608.55","1,221.90",272.25,850.65,147.8,314.8,286.1,11.05,163.7
8-Feb-23,375.55,"1,567.45","1,237.90",265.1,865.3,155.15,313.05,300.6,11.05,161.9
9-Feb-23,374.25,"1,593.25","1,245.45",269.7,870.8,162.9,312.1,291.6,10.95,158.65
10-Feb-23,371.35,"1,597.05","1,254.55",271.2,869.45,171,312.3,279.5,10.6,158.75
13-Feb-23,374.2,"1,601.80","1,240.25",268.7,862.65,162.45,314.85,290.3,10.4,158.85
14-Feb-23,386.45,"1,583.80","1,238.25",277.95,852.1,154.35,313.05,287.7,10.05,153.45
15-Feb-23,382.2,"1,592.45","1,230.45",279.75,854.2,146.65,311.8,276.55,10.1,153.8
16-Feb-23,382.55,"1,579.50","1,220.55",273.6,839.25,139.35,318.45,269.35,9.9,153.15
17-Feb-23,383.4,"1,561.80","1,205.45",272.6,839.75,146.3,314,280.65,9.8,152.35
20-Feb-23,384.05,"1,550.70","1,202.55",270.95,839.7,153.6,308.95,277.7,10,155.85
21-Feb-23,382.25,"1,550.65","1,183.95",265.7,856.4,161.25,305.95,282.95,9.8,161.05
22-Feb-23,383.85,"1,509.30","1,208.55",267.25,854.85,169.3,305.1,274.4,10.7,160.95
23-Feb-23,387.6,"1,487.55","1,206.15",269,856.3,177.75,306.3,268.55,10.7,166.7
24-Feb-23,385.1,"1,496.05","1,201.35",274.05,854,186.6,303.95,267.15,11.7,165.9
27-Feb-23,382.2,"1,472.15","1,198.40",276.6,868.55,195.9,304.4,267.9,11.2,165.35
28-Feb-23,376.7,"1,479.30","1,211.45",280.8,867.75,204.9,315.75,268.1,11.45,159.65
1-Mar-23,378.7,"1,507.45","1,214.20",271.5,872.1,215.1,306.4,277.5,10.75,154.9
2-Mar-23,375.55,"1,492.70","1,215.10",274.15,855.95,204.35,304.95,270,10.7,146.85
